2022-10-01T18:16Z;0:1;0:1
2022-10-01T18:16Z;0:3;0:1
2022-10-01T18:16Z;0:4;0:1
2022-10-01T18:16Z;0:6;0:1
2022-10-01T18:17Z;0:8;0:1
2022-10-01T18:17Z;0:9;0:1
2022-10-01T18:17Z;0:11;0:1
2022-10-01T18:17Z;0:13;0:1
2022-10-01T18:17Z;0:14;0:1
2022-10-01T18:17Z;0:16;0:1
2022-10-01T18:17Z;0:18;0:1
2022-10-01T18:17Z;0:20;0:1
2022-10-01T18:17Z;0:21;0:1
2022-10-01T18:17Z;0:23;0:1
2022-10-01T18:17Z;0:25;0:1
2022-10-01T18:17Z;0:26;0:1
2022-10-01T18:17Z;0:28;0:1
2022-10-01T18:17Z;0:30;0:1
2022-10-01T18:17Z;0:32;0:1
2022-10-01T18:17Z;0:33;0:1
2022-10-01T18:17Z;0:35;0:1
2022-10-01T18:17Z;0:37;0:1
2022-10-01T18:17Z;0:38;0:1
2022-10-01T18:17Z;0:40;0:1
2022-10-01T18:17Z;0:42;0:1
2022-10-01T18:17Z;0:43;0:1
2022-10-01T18:17Z;0:45;0:1
2022-10-01T18:17Z;0:47;0:1
2022-10-01T18:17Z;0:49;0:1
2022-10-01T18:17Z;0:50;0:1
2022-10-01T18:17Z;0:52;0:1
2022-10-01T18:17Z;0:54;0:1
2022-10-01T18:17Z;0:55;0:1
2022-10-01T18:18Z;0:57;0:1
2022-10-01T18:18Z;0:59;0:1
2022-10-01T18:18Z;1:0;0:1
2022-10-01T18:18Z;1:2;0:1
2022-10-01T18:18Z;1:4;0:1
2022-10-01T18:18Z;1:6;0:1
2022-10-01T18:18Z;1:7;0:1
2022-10-01T18:18Z;1:9;0:1
2022-10-01T18:18Z;1:11;0:1
2022-10-01T18:18Z;1:13;0:1
2022-10-01T18:18Z;1:14;0:1
2022-10-01T18:18Z;1:16;0:1
2022-10-01T18:18Z;1:18;0:1
2022-10-01T18:18Z;1:19;0:1
2022-10-01T18:18Z;1:21;0:1
2022-10-01T18:18Z;1:23;0:1
2022-10-01T18:18Z;1:25;0:1
2022-10-01T18:18Z;1:26;0:1
2022-10-01T18:18Z;1:28;0:1
2022-10-01T18:18Z;1:30;0:1
2022-10-01T18:18Z;1:31;0:1
2022-10-01T18:18Z;1:33;0:1
2022-10-01T18:18Z;1:34;0:1
2022-10-01T18:18Z;1:35;0:1
2022-10-01T18:18Z;1:36;0:1
2022-10-01T18:18Z;1:38;0:1
2022-10-01T18:18Z;1:39;0:1
2022-10-01T18:18Z;1:40;0:1
2022-10-01T18:18Z;1:41;0:1
2022-10-01T18:18Z;1:42;0:1
2022-10-01T18:18Z;1:43;0:1
2022-10-01T18:18Z;1:45;0:1
2022-10-01T18:19Z;1:46;0:1
2022-10-01T18:19Z;1:46;0:0
2022-10-01T18:19Z;2:2;0:15
2022-10-01T18:19Z;2:17;0:14
2022-10-01T18:19Z;2:32;0:15
2022-10-01T18:20Z;2:50;0:17
2022-10-01T18:20Z;3:7;0:17
2022-10-01T18:20Z;3:24;0:16
2022-10-01T18:21Z;3:41;0:17
2022-10-01T18:21Z;3:58;0:17
2022-10-01T18:21Z;4:16;0:17
2022-10-01T18:21Z;4:32;0:16
2022-10-01T18:22Z;4:51;0:18
2022-10-01T18:22Z;5:12;0:20
2022-10-01T18:22Z;5:31;0:19
2022-10-01T18:23Z;5:51;0:19
2022-10-01T18:23Z;6:10;0:19
2022-10-01T18:23Z;6:31;0:20
2022-10-01T18:24Z;6:52;0:21
2022-10-01T18:24Z;7:13;0:20
2022-10-01T18:25Z;7:32;0:19
2022-10-01T18:25Z;7:52;0:19
2022-10-01T18:25Z;8:11;0:18
2022-10-01T18:26Z;8:30;0:19
2022-10-01T18:26Z;8:49;0:19
2022-10-01T18:26Z;9:8;0:18
2022-10-01T18:26Z;9:26;0:18
2022-10-01T18:27Z;9:46;0:19
2022-10-01T18:27Z;10:5;0:19
2022-10-01T18:27Z;10:24;0:18
2022-10-01T18:28Z;10:42;0:18
2022-10-01T18:28Z;11:1;0:18
2022-10-01T18:28Z;11:20;0:19
2022-10-01T18:29Z;11:39;0:19
2022-10-01T18:29Z;11:59;0:19
2022-10-01T18:29Z;12:17;0:18
2022-10-01T18:30Z;12:36;0:18
2022-10-01T18:30Z;12:55;0:18
2022-10-01T18:30Z;13:13;0:18
2022-10-01T18:31Z;13:32;0:18
2022-10-01T18:31Z;13:51;0:18
2022-10-01T18:31Z;14:9;0:18
2022-10-01T18:32Z;14:28;0:18
2022-10-01T18:32Z;14:47;0:18
2022-10-01T18:32Z;15:6;0:19
2022-10-01T18:33Z;15:26;0:19
2022-10-01T18:33Z;15:45;0:19
2022-10-01T18:33Z;16:5;0:19
2022-10-01T18:34Z;16:23;0:18
2022-10-01T18:34Z;16:42;0:18
2022-10-01T18:34Z;17:1;0:19
2022-10-01T18:35Z;17:20;0:19
2022-10-01T18:35Z;17:42;0:21
2022-10-01T18:35Z;18:3;0:21
2022-10-01T18:36Z;18:23;0:20
2022-10-01T18:36Z;18:45;0:22
2022-10-01T18:37Z;19:7;0:21
2022-10-01T18:37Z;19:28;0:20
2022-10-01T18:37Z;19:47;0:19
2022-10-01T18:38Z;20:7;0:19
2022-10-01T18:38Z;20:26;0:19
2022-10-01T18:38Z;20:45;0:19
2022-10-01T18:39Z;21:4;0:18
2022-10-01T18:39Z;21:22;0:18
2022-10-01T18:39Z;21:42;0:19
2022-10-01T18:40Z;22:0;0:18
2022-10-01T18:40Z;22:18;0:18
2022-10-01T18:40Z;22:36;0:18
2022-10-01T18:40Z;22:55;0:18
2022-10-01T18:41Z;23:14;0:19
2022-10-01T18:41Z;23:33;0:18
2022-10-01T18:41Z;23:52;0:19
2022-10-01T18:42Z;24:11;0:19
2022-10-01T18:42Z;24:31;0:19
2022-10-01T18:42Z;24:50;0:18
2022-10-01T18:43Z;25:9;0:19
2022-10-01T18:43Z;25:28;0:19
2022-10-01T18:43Z;25:48;0:19
2022-10-01T18:44Z;26:6;0:18
2022-10-01T18:44Z;26:25;0:18
2022-10-01T18:44Z;26:43;0:17
2022-10-01T18:45Z;27:2;0:18
2022-10-01T18:45Z;27:21;0:18
2022-10-01T18:45Z;27:40;0:19
2022-10-01T18:46Z;28:0;0:19
2022-10-01T18:46Z;28:20;0:19
2022-10-01T18:46Z;28:39;0:19
2022-10-01T18:47Z;28:58;0:19
2022-10-01T18:47Z;29:18;0:19
2022-10-01T18:47Z;29:38;0:19
2022-10-01T18:48Z;29:56;0:18
2022-10-01T18:48Z;30:15;0:18
2022-10-01T18:48Z;30:34;0:19
2022-10-01T18:49Z;30:53;0:18
2022-10-01T18:49Z;31:11;0:18
