2022-10-07T13:06Z;0:1;0:1
2022-10-07T13:06Z;0:3;0:1
2022-10-07T13:06Z;0:5;0:1
2022-10-07T13:06Z;0:6;0:1
2022-10-07T13:06Z;0:8;0:1
2022-10-07T13:06Z;0:10;0:1
2022-10-07T13:06Z;0:11;0:1
2022-10-07T13:06Z;0:13;0:1
2022-10-07T13:06Z;0:15;0:1
2022-10-07T13:06Z;0:16;0:1
2022-10-07T13:06Z;0:18;0:1
2022-10-07T13:06Z;0:20;0:1
2022-10-07T13:06Z;0:22;0:1
2022-10-07T13:06Z;0:23;0:1
2022-10-07T13:07Z;0:25;0:1
2022-10-07T13:07Z;0:27;0:1
2022-10-07T13:07Z;0:28;0:1
2022-10-07T13:07Z;0:30;0:1
2022-10-07T13:07Z;0:32;0:1
2022-10-07T13:07Z;0:34;0:1
2022-10-07T13:07Z;0:35;0:1
2022-10-07T13:07Z;0:37;0:1
2022-10-07T13:07Z;0:39;0:1
2022-10-07T13:07Z;0:40;0:1
2022-10-07T13:07Z;0:42;0:1
2022-10-07T13:07Z;0:44;0:1
2022-10-07T13:07Z;0:46;0:1
2022-10-07T13:07Z;0:47;0:1
2022-10-07T13:07Z;0:49;0:1
2022-10-07T13:07Z;0:51;0:1
2022-10-07T13:07Z;0:52;0:1
2022-10-07T13:07Z;0:54;0:1
2022-10-07T13:07Z;0:56;0:1
2022-10-07T13:07Z;0:58;0:1
2022-10-07T13:07Z;0:59;0:1
2022-10-07T13:07Z;1:1;0:1
2022-10-07T13:07Z;1:3;0:1
2022-10-07T13:07Z;1:4;0:1
2022-10-07T13:07Z;1:6;0:1
2022-10-07T13:07Z;1:8;0:1
2022-10-07T13:07Z;1:10;0:1
2022-10-07T13:07Z;1:11;0:1
2022-10-07T13:07Z;1:13;0:1
2022-10-07T13:07Z;1:15;0:1
2022-10-07T13:08Z;1:16;0:1
2022-10-07T13:08Z;1:18;0:1
2022-10-07T13:08Z;1:20;0:1
2022-10-07T13:08Z;1:21;0:1
2022-10-07T13:08Z;1:23;0:1
2022-10-07T13:08Z;1:25;0:1
2022-10-07T13:08Z;1:27;0:1
2022-10-07T13:08Z;1:28;0:1
2022-10-07T13:08Z;1:30;0:1
2022-10-07T13:08Z;1:32;0:1
2022-10-07T13:08Z;1:33;0:1
2022-10-07T13:08Z;1:35;0:1
2022-10-07T13:08Z;1:36;0:1
2022-10-07T13:08Z;1:37;0:1
2022-10-07T13:08Z;1:38;0:1
2022-10-07T13:08Z;1:39;0:1
2022-10-07T13:08Z;1:40;0:1
2022-10-07T13:08Z;1:41;0:1
2022-10-07T13:08Z;1:43;0:1
2022-10-07T13:08Z;1:44;0:1
2022-10-07T13:08Z;1:45;0:1
2022-10-07T13:08Z;1:46;0:1
2022-10-07T13:08Z;1:47;0:0
2022-10-07T13:08Z;2:3;0:16
2022-10-07T13:09Z;2:19;0:15
2022-10-07T13:09Z;2:35;0:16
2022-10-07T13:09Z;2:55;0:19
2022-10-07T13:10Z;3:13;0:18
2022-10-07T13:10Z;3:31;0:17
2022-10-07T13:10Z;3:49;0:18
2022-10-07T13:11Z;4:7;0:18
2022-10-07T13:11Z;4:26;0:18
2022-10-07T13:11Z;4:43;0:17
